% of selected sales,% das vendas selecionadas,
"# Create Workstations

A Workstation stores information regarding the place where the workstation operations are performed. As an example, if you have ten sewing machines doing stitching jobs, each machine will be added as a workstation.","# Criar Estações de Trabalho

Uma Estação de Trabalho armazena informações sobre o local onde as operações são realizadas. Por exemplo, se você tem dez máquinas de costura fazendo trabalhos de costura, cada máquina será cadastrada como uma estação de trabalho.",
Let’s create a Workstation,Vamos criar uma Estação de Trabalho,
Operation,Operação,
"# Create Operations

An Operation refers to any manufacturing operation performed on the raw materials to process it further in the manufacturing path. As an example, if you are into garments manufacturing, you will create Operations like fabric cutting, stitching, and washing as some of the operations.","# Criar Operações

Uma Operação se refere a qualquer operação de fabricação realizada sobre as matérias-primas para processá-las ao longo do caminho de fabricação. Por exemplo, se você fabrica roupas, você criará Operações como corte de tecido, costura e lavagem.",
Let’s create an Operation,Vamos criar uma Operação,
Manufacturing Settings,Configurações de Fabricação,
"# Review Manufacturing Settings

In ERPNext, the Manufacturing module’s features are configurable as per your business needs. Manufacturing Settings is the place where you can set your preferences for:

- Capacity planning for allocating jobs to workstations
- Raw-material consumption based on BOM or actual
- Default values and over-production allowance
","# Revisar Configurações de Fabricação

No ERPNext, os recursos do módulo de Fabricação são configuráveis de acordo com as necessidades do seu negócio. Configurações de Fabricação é o lugar onde você define suas preferências para:

- Planejamento de capacidade para alocação de trabalhos nas estações de trabalho
- Consumo de matéria-prima baseado na Lista de Materiais ou real
- Valores padrão e tolerância de superprodução
",
Take a walk-through of Manufacturing Settings,Faça um tour pelas Configurações de Fabricação,
Let's Set Up the Assets Module.,Vamos configurar o módulo de Ativos.,
"Assets, Depreciations, Repairs, and more.","Ativos, Depreciações, Reparos e mais.",
The Assets Module is all set up!,O módulo de Ativos está configurado!,
Create an Asset Item,Criar um Item de Ativo,
"# Asset Item

Asset items are created based on Asset Category. You can create one or multiple items against once Asset Category. The sales and purchase transaction for Asset is done via Asset Item. ","# Item de Ativo

Itens de Ativo são criados com base na Categoria de Ativo. Você pode criar um ou vários itens para cada Categoria de Ativo. As transações de venda e compra de Ativos são feitas através do Item de Ativo. ",
Let's create a new Asset item,Vamos criar um novo Item de Ativo,
Define Asset Category,Definir Categoria de Ativo,
"# Asset Category

An Asset Category classifies different assets of a Company.

You can create an Asset Category based on the type of assets. For example, all your desktops and laptops can be part of an Asset Category named ""Electronic Equipments"". Create a separate category for furniture. Also, you can update default properties for each category, like:
 - Depreciation type and duration
 - Fixed asset account
 - Depreciation account
","# Categoria de Ativo

Uma Categoria de Ativo classifica os diferentes ativos de uma Empresa.

Você pode criar uma Categoria de Ativo com base no tipo de ativo. Por exemplo, todos os seus desktops e notebooks podem fazer parte de uma Categoria de Ativo chamada ""Equipamentos Eletrônicos"". Crie uma categoria separada para móveis. Você também pode atualizar as propriedades padrão de cada categoria, como:
 - Tipo e duração da depreciação
 - Conta de ativo fixo
 - Conta de depreciação
",
Let's review existing Asset Category,Vamos revisar as Categorias de Ativo existentes,
Purchase an Asset,Comprar um Ativo,
"# Purchase an Asset

Assets purchases process if done following the standard Purchase cycle. If capital work in progress is enabled in Asset Category, Asset will be created as soon as Purchase Receipt is created for it. You can quickly create a Purchase Receipt for Asset and see its impact on books of accounts.","# Comprar um Ativo

O processo de compra de Ativos segue o ciclo padrão de Compras. Se o trabalho em andamento de capital estiver habilitado na Categoria de Ativo, o Ativo será criado assim que o Recibo de Compra for gerado para ele. Você pode criar rapidamente um Recibo de Compra para o Ativo e ver seu impacto nos livros contábeis.",
Let's create a Purchase Receipt,Vamos criar um Recibo de Compra,
Review Fixed Asset Accounts,Revisar Contas de Ativo Fixo,
"# Fixed Asset Accounts

With the company, a host of fixed asset accounts are pre-configured. To ensure your asset transactions are leading to correct accounting entries, you can review and set up following asset accounts as per your business  requirements.
 - Fixed asset accounts (Asset account)
 - Accumulated depreciation
 - Capital Work in progress (CWIP) account
 - Asset Depreciation account (Expense account)","# Contas de Ativo Fixo

Junto com a empresa, diversas contas de ativo fixo já vêm pré-configuradas. Para garantir que suas transações de ativos gerem os lançamentos contábeis corretos, você pode revisar e configurar as seguintes contas de ativo de acordo com as necessidades do seu negócio.
 - Contas de ativo fixo (Conta de Ativo)
 - Depreciação acumulada
 - Conta de Trabalho em Andamento de Capital (CWIP)
 - Conta de Depreciação de Ativo (Conta de Despesa)",
Let's walk-through Chart of Accounts to review setup,Vamos percorrer o Plano de Contas para revisar a configuração,
Add an Existing Asset,Adicionar um Ativo Existente,
"# Add an Existing Asset

If you are just starting with ERPNext, you will need to enter Assets you already possess. You can add them as existing fixed assets in ERPNext. Please note that you will have to make a Journal Entry separately updating the opening balance in the fixed asset account.","# Adicionar um Ativo Existente

Se você está apenas começando com o ERPNext, será necessário cadastrar os Ativos que você já possui. Você pode adicioná-los como ativos fixos existentes no ERPNext. Note que será necessário fazer um Lançamento no Livro Diário separado para atualizar o saldo inicial na conta de ativo fixo.",
Add an existing Asset,Adicionar um Ativo existente,
Let's Set Up the Selling Module.,Vamos configurar o módulo de Vendas.,
"Products, Sales, Analysis, and more.","Produtos, Vendas, Análises e mais.",
The Selling Module is all set up!,O módulo de Vendas está configurado!,
"# Sales Order

A Sales Order is a confirmation of an order from your customer. It is also referred to as Proforma Invoice.

Sales Order at the heart of your sales and purchase transactions. Sales Orders are linked in Delivery Note, Sales Invoices, Material Request, and Maintenance transactions. Through Sales Order, you can track fulfillment of the overall deal towards the customer.","# Pedido de Venda

Um Pedido de Venda é a confirmação de um pedido do seu cliente. Também é chamado de Fatura Pró-forma.

O Pedido de Venda está no centro das suas transações de venda e compra. Pedidos de Venda estão vinculados a Notas de Entrega, Faturas de Venda, Requisições de Material e transações de Manutenção. Através do Pedido de Venda, você pode acompanhar o cumprimento de todo o negócio junto ao cliente.",
Let’s convert your first Sales Order against a Quotation,Vamos converter seu primeiro Pedido de Venda a partir de um Orçamento,
Selling Settings,Configurações de Vendas,
"# Selling Settings

CRM and Selling module’s features are configurable as per your business needs. Selling Settings is the place where you can set your preferences for:
 - Customer naming and default values
 - Billing and shipping preference in sales transactions
","# Configurações de Vendas

Os recursos dos módulos de CRM e Vendas são configuráveis de acordo com as necessidades do seu negócio. Configurações de Vendas é o lugar onde você define suas preferências para:
 - Nomenclatura de clientes e valores padrão
 - Preferências de cobrança e envio nas transações de venda
",
Let’s walk-through Selling Settings,Vamos percorrer as Configurações de Vendas,
Let's Set Up the Buying Module.,Vamos configurar o módulo de Compras.,
"Products, Purchases, Analysis, and more.","Produtos, Compras, Análises e mais.",
The Buying Module is all set up!,O módulo de Compras está configurado!,
Create first Purchase Order,Criar o primeiro Pedido de Compra,
"# Create first Purchase Order

Purchase Order is at the heart of your buying transactions. In ERPNext, Purchase Order can can be created against a Purchase Material Request (indent) and Supplier Quotation as well.  Purchase Orders is also linked to Purchase Receipt and Purchase Invoices, allowing you to keep a birds-eye view on your purchase deals.

","# Criar o primeiro Pedido de Compra

O Pedido de Compra está no centro das suas transações de compra. No ERPNext, o Pedido de Compra pode ser criado a partir de uma Requisição de Material de Compra ou de um Orçamento de Fornecedor. Pedidos de Compra também estão vinculados a Recibos de Compra e Faturas de Compra, permitindo que você tenha uma visão geral dos seus negócios de compra.

",
Let’s create your first Purchase Order,Vamos criar seu primeiro Pedido de Compra,
Track Material Request,Acompanhar Requisição de Material,
"# Track Material Request


Also known as Purchase Request or an Indent, is a document identifying a requirement of a set of items (products or services) for various purposes like procurement, transfer, issue, or manufacturing. Once the Material Request is validated, a purchase manager can take the next actions for purchasing items like requesting RFQ from a supplier or directly placing an order with an identified Supplier.

","# Acompanhar Requisição de Material


Também conhecida como Pedido de Compra Interno, é um documento que identifica a necessidade de um conjunto de itens (produtos ou serviços) para diversas finalidades, como aquisição, transferência, saída de estoque ou fabricação. Depois que a Requisição de Material é validada, um gerente de compras pode tomar as próximas ações para comprar os itens, como solicitar uma Cotação (RFQ) a um fornecedor ou fazer o pedido diretamente com um Fornecedor identificado.

",
Let’s create your first Material Request,Vamos criar sua primeira Requisição de Material,
Buying Settings,Configurações de Compras,
"# Buying Settings


Buying module’s features are highly configurable as per your business needs. Buying Settings is the place where you can set your preferences for:

- Supplier naming and default values
- Billing and shipping preference in buying transactions


","# Configurações de Compras


Os recursos do módulo de Compras são altamente configuráveis de acordo com as necessidades do seu negócio. Configurações de Compras é o lugar onde você define suas preferências para:

- Nomenclatura de fornecedores e valores padrão
- Preferências de cobrança e envio nas transações de compra


",
Let’s walk-through few Buying Settings,Vamos percorrer algumas Configurações de Compras,
Let's Set Up Your Accounts and Taxes.,Vamos configurar suas Contas e Impostos.,
"Accounts, Invoices, Taxation, and more.","Contas, Faturas, Tributação e mais.",
The Accounts Module is all set up!,O módulo de Contas está configurado!,
Setting up Taxes,Configurando Impostos,
"# Setting up Taxes

ERPNext lets you configure your taxes so that they are automatically applied in your buying and selling transactions. You can configure them globally or even on Items. ERPNext taxes are pre-configured for most regions.","# Configurando Impostos

O ERPNext permite configurar seus impostos para que sejam aplicados automaticamente nas suas transações de compra e venda. Você pode configurá-los globalmente ou até mesmo por Item. Os impostos do ERPNext já vêm pré-configurados para a maioria das regiões.",
Manage Sales Tax Templates,Gerenciar Modelos de Impostos de Venda,
Review Chart of Accounts,Revisar Plano de Contas,
"# Chart Of Accounts

ERPNext sets up a simple chart of accounts for each Company you create, but you can modify it according to business and legal requirements.","# Plano de Contas

O ERPNext configura um plano de contas simples para cada Empresa que você criar, mas você pode modificá-lo de acordo com as necessidades do negócio e exigências legais.",
Learn more about Chart of Accounts,Saiba mais sobre o Plano de Contas,
Financial Statements,Demonstrativos Financeiros,
"# Financial Statements

In ERPNext, you can get crucial financial reports like [Balance Sheet] and [Profit and Loss] statements with a click of a button. You can run in the report for a different period and plot analytics charts premised on statement data. For more reports, check sections like Financial Statements, General Ledger, and Profitability reports.

<b>[Check Accounting reports](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/accounting-reports)</b>","# Demonstrativos Financeiros

No ERPNext, você pode obter relatórios financeiros essenciais como o [Balanço Patrimonial] e a [Demonstração de Resultado] com um clique. Você pode gerar o relatório para um período diferente e plotar gráficos analíticos com base nos dados do demonstrativo. Para mais relatórios, confira seções como Demonstrativos Financeiros, Livro Razão e relatórios de Lucratividade.

<b>[Confira os relatórios contábeis](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/accounting-reports)</b>",
Updating Opening Balances,Atualizando Saldos Iniciais,
"# Updating Opening Balances

Once you close the financial statement in previous accounting software, you can update the same as opening in your ERPNext's Balance Sheet accounts. This will allow you to get complete financial statements from ERPNext in the coming years, and discontinue the parallel accounting system right away.","# Atualizando Saldos Iniciais

Depois de encerrar o demonstrativo financeiro no seu antigo sistema contábil, você pode atualizar o mesmo valor como saldo inicial nas contas do Balanço Patrimonial do ERPNext. Isso permitirá que você obtenha demonstrativos financeiros completos do ERPNext nos próximos anos, e descontinue o sistema contábil paralelo imediatamente.",
Learn how to update opening balances,Saiba como atualizar os saldos iniciais,
Create Your First Purchase Invoice ,Criar sua Primeira Fatura de Compra ,
"# Create your first Purchase Invoice

A Purchase Invoice is a bill received from a Supplier for a product(s) or service(s) delivery to your company. You can track payables through Purchase Invoice and process Payment Entries against it.

Purchase Invoices can also be created against a Purchase Order or Purchase Receipt.","# Crie sua primeira Fatura de Compra

Uma Fatura de Compra é uma conta recebida de um Fornecedor pela entrega de produto(s) ou serviço(s) à sua empresa. Você pode acompanhar as contas a pagar através da Fatura de Compra e processar Lançamentos de Pagamento a partir dela.

Faturas de Compra também podem ser criadas a partir de um Pedido de Compra ou Recibo de Compra.",
Let’s create your first Purchase Invoice,Vamos criar sua primeira Fatura de Compra,
Cost Centers for Budgeting and Analysis,Centros de Custo para Orçamento e Análise,
"# Cost Centers for Budgeting and Analysis

While your Books of Accounts are framed to fulfill statutory requirements, you can set up Cost Center and Accounting Dimensions to address your companies reporting and budgeting requirements.

Click here to learn more about how  <b>[Cost Center](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/cost-center)</b> and <b> [Dimensions](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/accounting-dimensions)</b> allow you to get advanced financial analytics reports from ERPNext.","# Centros de Custo para Orçamento e Análise

Enquanto seus Livros Contábeis são estruturados para atender às exigências legais, você pode configurar Centros de Custo e Dimensões Contábeis para atender às necessidades de relatórios e orçamento da sua empresa.

Clique aqui para saber mais sobre como <b>[Centro de Custo](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/cost-center)</b> e <b>[Dimensões](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/accounting-dimensions)</b> permitem obter relatórios analíticos financeiros avançados no ERPNext.",
View Cost Center Tree,Ver Árvore de Centros de Custo,
Accounts Settings,Configurações de Contas,
"# Account Settings

In ERPNext, Accounting features are configurable as per your business needs. Accounts Settings is the place to define some of your accounting preferences like:

 - Credit Limit and over billing settings
 - Taxation preferences
 - Deferred accounting preferences
","# Configurações de Contas

No ERPNext, os recursos de Contabilidade são configuráveis de acordo com as necessidades do seu negócio. Configurações de Contas é o lugar para definir algumas das suas preferências contábeis, como:

 - Limite de Crédito e configurações de faturamento excedente
 - Preferências de tributação
 - Preferências de contabilidade diferida
",
Take a quick walk-through of Accounts Settings,Faça um tour rápido pelas Configurações de Contas,
Let's begin your journey with ERPNext,Vamos começar sua jornada com o ERPNext,
"Item, Customer, Supplier and Quotation","Item, Cliente, Fornecedor e Orçamento",
You're ready to start your journey with ERPNext,Você está pronto para começar sua jornada com o ERPNext,
Create a Customer,Criar um Cliente,
"# Create a Customer

The Customer master is at the heart of your sales transactions. Customers are linked in Quotations, Sales Orders, Invoices, and Payments. Customers can be either numbered or identified by name (you would typically do this based on the number of customers you have).

Through Customer’s master, you can effectively track essentials like:
 - Customer’s multiple address and contacts
 - Account Receivables
 - Credit Limit and Credit Period
","# Criar um Cliente

O cadastro de Cliente está no centro das suas transações de venda. Clientes estão vinculados a Orçamentos, Pedidos de Venda, Faturas e Pagamentos. Clientes podem ser identificados por número ou por nome (normalmente isso depende da quantidade de clientes que você tem).

Através do cadastro do Cliente, você pode acompanhar de forma eficaz itens essenciais como:
 - Múltiplos endereços e contatos do Cliente
 - Contas a Receber
 - Limite de Crédito e Prazo de Crédito
",
Let’s create your first Customer,Vamos criar seu primeiro Cliente,
"# Create an Item

Item is a product or a service offered by your company, or something you buy as a part of your supplies or raw materials.

Items are integral to everything you do in ERPNext - from billing, purchasing to managing inventory. Everything you buy or sell, whether it is a physical product or a service is an Item. Items can be stock, non-stock, variants, serialized, batched, assets, etc.
","# Criar um Item

Item é um produto ou serviço oferecido pela sua empresa, ou algo que você compra como parte dos seus suprimentos ou matérias-primas.

Itens são essenciais para tudo o que você faz no ERPNext - do faturamento à compra e gestão de estoque. Tudo o que você compra ou vende, seja um produto físico ou um serviço, é um Item. Itens podem ser de estoque, sem estoque, com variantes, serializados, em lote, ativos, etc.
",
Create a new Item,Criar um novo Item,
Create Your First Sales Invoice ,Criar sua Primeira Fatura de Venda ,
"# All about sales invoice

A Sales Invoice is a bill that you send to your Customers against which the Customer makes the payment. Sales Invoice is an accounting transaction. On submission of Sales Invoice, the system updates the receivable and books income against a Customer Account.","# Tudo sobre a fatura de venda

Uma Fatura de Venda é uma conta que você envia aos seus Clientes, contra a qual o Cliente efetua o pagamento. A Fatura de Venda é uma transação contábil. Ao submeter a Fatura de Venda, o sistema atualiza as contas a receber e registra a receita na Conta do Cliente.",
{} Published,{} Publicado,
{} Active,{} Ativo,
{} Open,{} Aberto,
{} Assigned,{} Atribuído,
{}  To Receive,{}  A Receber,
{} Pending,{} Pendente,
{} Available,{} Disponível,
{}  To Deliver,{}  A Entregar,
{} To Bill,{} A Faturar,
{}  Available,{}  Disponível,
Learn Sales Management,Aprender Gestão de Vendas,
Learn Accounting,Aprender Contabilidade,
Learn Procurement,Aprender Compras,
Learn Project Management,Aprender Gestão de Projetos,
Learn Manufacturing,Aprender Fabricação,
Learn Inventory Management,Aprender Gestão de Estoque,
"<span class=""h4""><b>Documents</b></span>","<span class=""h4""><b>Documentos</b></span>",
"<span class=""h4""><b>Integrations</b></span>","<span class=""h4""><b>Integrações</b></span>",
"<span class=""h4""><b>Settings</b></span>","<span class=""h4""><b>Configurações</b></span>",
"<span style=""font-size: 18px; letter-spacing: 0.18px;""><b>Get started</b><br></span>","<span style=""font-size: 18px; letter-spacing: 0.18px;""><b>Primeiros Passos</b><br></span>",
"<span style=""font-size: 18px; letter-spacing: 0.18px;""><b>Components to build your app</b></span>","<span style=""font-size: 18px; letter-spacing: 0.18px;""><b>Componentes para construir seu app</b></span>",
"<span class=""h2"">Hi,</span>","<span class=""h2"">Olá,</span>",
